Date of Race,Country,Track,Going,Type,Distance,Class,Time,Stall,Horse,Official Rating,Age,Pace,Weight,Jockey,Trainer,Headgear,SP Fav,Industry SP,Betfair SP,IP Min,IP Max,Pre Min,Pre Max,Forecasted Odds,Place,Winning Distance,Runners,SP Win Return,E/W Return,Betfair Win Return,Tick reduction,Tick inflation,% BSP reduction,% BSP inflation,Betfair Lay Return,Runs last 18 months,Wins Last 5 races,Avg % SP Drop Last 5 races,Avg % SP Drop last 18 mths,RBD Rating,RBD Rank,Total Prev Races,Days Since Last time out,Course Wins,Distance Wins,Class Wins,Going Wins,Last time out Position,Course Winner,Distance Winner,Up in Trip,Betfair Place SP,Placed in Betfair Market,Place Return,Place Lay Return,Betfair Rank
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,4.0,Toota,55,3,1,8-13,Duran Fentiman,Tim Easterby,H,1,2.88,,,,,,2.88, , ,10,,,0,-,-,0,,0,10,0,31.0,34.8,105,1,10,6,0,0,0,0,2,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,9.0,Wild Embers,62,3,2,9-6,Adam Farragher,D Donovan,C,10,21,,,,,,21.0, , ,10,,,0,-,-,0,,0,5,0,27.68,27.68,80,8,5,20,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,2.0,Rumba Bay,62,3,3,9-6,Richard Kingscote,David Evans,,2,6,,,,,,6.0, , ,10,,,0,-,-,0,,0,16,1,15.68,33.77,96,3,16,34,0,2,3,0,4,NO,YES,YES,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,1.0,Royal Accord,65,3,5,9-9,Marco Ghiani,Stuart Williams,,3,7,,,,,,7.0, , ,10,,,0,-,-,0,,0,15,2,63.28,31.01,97,2,15,15,0,1,3,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,3.0,Melissa Honey,59,3,4,9-3,Andrea Pinna,Michael Herrington,,4,8,,,,,,8.0, , ,10,,,0,-,-,0,,0,5,0,17.42,17.42,80,8,5,32,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,8.0,Cristalino,63,3,5,9-7,David Egan,Kevin Philippart De Foy,,5,10,,,,,,10.0, , ,10,,,0,-,-,0,,0,7,0,3.68,-12.97,82,6,7,154,0,0,0,0,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,10.0,Emporess,65,3,3,9-9,William Carson,Tony Carroll,,6,11,,,,,,11.0, , ,10,,,0,-,-,0,,0,12,0,3.6,8.32,83,5,12,47,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,6.0,Moby Quick,65,3,5,9-9,Callum Shepherd,George Scott,,6,11,,,,,,11.0, , ,10,,,0,-,-,0,,0,9,0,-2.0,4.38,87,4,9,29,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,5.0,Mapledurham,65,3,8,9-9,Lewis Edmunds,Rod Millman,,8,13,,,,,,13.0, , ,10,,,0,-,-,0,,0,7,0,39.65,38.27,81,7,7,13,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,6f,6,20:08:00,7.0,My Mate Beattie,62,3,3,9-6,Robert Havlin,Ed Dunlop,V,9,17,,,,,,17.0, , ,10,,,0,-,-,0,,0,11,0,36.64,41.49,80,8,11,14,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,6.0,Arran,86,3,5,9-10,Daniel Muscutt,Oliver Cole,T,1,3.5,,,,,,3.5, , ,8,,,0,-,-,0,,0,4,1,27.33,27.33,111,3,4,9,0,0,1,0,3,NO,NO,YES,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,5.0,Watch And Shoot,79,3,6,9-3,Callum Shepherd,George Scott,,2,3.75,,,,,,3.75, , ,8,,,0,-,-,0,,0,4,1,39.53,39.53,119,1,4,9,0,1,0,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,7.0,Lord Roxby,83,3,7,9-7,Rowan Scott,Nigel Tinkler,,3,5.5,,,,,,5.5, , ,8,,,0,-,-,0,,0,10,1,41.74,32.86,106,5,10,11,0,0,1,0,6,NO,NO,YES,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,4.0,Excellent Echo,71,3,4,8-9,Jack Doughty,Dominic Ffrench Davis,,4,6.5,,,,,,6.5, , ,8,,,0,-,-,0,,0,6,0,48.9,24.08,100,6,6,46,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,3.0,Prodigal Son,71,3,6,8-9,David Egan,Heather Main,,5,9,,,,,,9.0, , ,8,,,0,-,-,0,,0,3,0,80.7,80.7,98,7,3,43,0,0,0,0,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,2.0,Apache Green,76,3,5,9-0,Ben Sanderson,S Woods,,6,13,,,,,,13.0, , ,8,,,0,-,-,0,,0,4,1,41.18,41.18,107,4,4,27,0,0,0,0,11,NO,NO,YES,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,1.0,Rogue Invader,80,3,8,9-4,Robert Havlin,Alice Haynes,,7,15,,,,,,15.0, , ,8,,,0,-,-,0,,0,4,1,58.25,58.25,112,2,4,18,0,1,0,0,9,NO,YES,NO,, ,0,0,
2025-07-23,GB,LEICESTER,GTS,Other Handicap,7f,4,20:40:00,8.0,Chilly Breeze,75,3,9,8-13,Richard Kingscote,David Evans,,8,17,,,,,,17.0, , ,8,,,0,-,-,0,,0,3,1,70.97,70.97,94,8,3,93,0,0,0,0,9,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,9.0,Guiteau,55,5,9,11-2,Mr Simon Walker,Faye Bramley,,1,3.75,,,,,,3.75, , ,13,,,0,-,-,0,,0,12,0,24.34,23.49,78,1,26,6,0,2,1,0,2,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,10.0,Stacey Racey,51,4,3,10-12,Mr Louis Burke,Keiran Burke,,10,21,,,,,,21.0, , ,13,,,0,-,-,0,,0,15,0,-34.1,12.94,59,7,17,14,0,1,1,0,4,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,12.0,The Cola Kid,51,8,7,10-12,Mr Philip Thomas,Grace Harris,TB,10,21,,,,,,21.0, , ,13,,,0,-,-,0,,0,18,1,50.75,6.79,58,8,73,11,0,1,4,1,5,NO,YES,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,4.0,Almizan,46,4,8,10-7,Mr Henry Callan,Mark Usher,,12,26,,,,,,26.0, , ,13,,,0,-,-,0,,0,7,0,31.95,32.12,47,12,7,31,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,11.0,Juan Cool Dude,46,5,9,10-7,Mr Eddie Edge,Simon Hodgson,HE,13,34,,,,,,34.0, , ,13,,,0,-,-,0,,0,12,0,31.08,51.87,43,13,15,15,0,0,0,0,7,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,5.0,Endowed,53,8,7,11-0,Miss Imogen Mathias,John & Rhys Flint,TC,2,4.5,,,,,,4.5, , ,13,,,0,-,-,0,,0,9,2,74.76,69.49,74,2,49,30,0,0,2,3,1,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,6.0,Monks Mead,51,4,5,10-12,Mr Patrick Millman,Mark Usher,,3,7.5,,,,,,7.5, , ,13,,,0,-,-,0,,0,16,0,-5.86,-8.53,68,3,25,29,0,1,2,1,3,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,7.0,Bated Breeze,52,4,5,10-13,Mr Jude Fernandes,Gary & Josh Moore,,4,9,,,,,,9.0, , ,13,,,0,-,-,0,,0,9,0,13.06,38.08,55,11,13,46,0,0,0,0,2,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,2.0,The Cola Brasil,47,9,3,10-8,Mr Kenny Roussety,Michael Bell,V,5,11,,,,,,11.0, , ,13,,,0,-,-,0,,0,18,0,-30.96,-28.56,60,6,38,26,0,2,0,0,4,NO,YES,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,8.0,Amathus,50,8,3,10-11,Mr Frederick Tett,Patrick Chamings,V,5,11,,,,,,11.0, , ,13,,,0,-,-,0,,0,14,0,-12.76,-23.67,58,8,49,23,1,3,3,5,11,YES,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,13.0,Mashaan,55,7,7,11-2,Mr Paul Hainey,Alice Haynes,,7,13,,,,,,13.0, , ,13,,,0,-,-,0,,0,15,0,-6.4,16.14,58,8,51,37,0,4,4,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,3.0,Beau Jardine,55,7,6,11-2,Miss Arabella Fox,Rachel Cook & John Bridger,B,7,13,,,,,,13.0, , ,13,,,0,-,-,0,,0,14,0,7.22,6.59,65,4,32,43,2,1,2,0,9,YES,YES,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Amateur,7f,6,14:15:00,1.0,Letter Of The Law,46,6,9,10-7,Miss Iesha Wilding,John O´Shea,B,9,15,,,,,,15.0, , ,13,,,0,-,-,0,,0,21,0,-1.5,15.38,63,5,58,12,0,1,3,1,2,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,6.0,Assiri Heights,0,2,0,9-2,William Buick,Andrew Balding,,1,2.25,,,,,,2.25, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,23,5,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,8.0,Darkest Red,0,2,1,9-2,Paddy Bradley,Jim Boyle,,10,67,,,,,,67.0, , ,10,,,0,-,-,0,,0,1,0,13.8,13.8,63,3,1,28,0,0,0,0,6,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,1.0,Inca Heights,80,2,0,9-9,David Probert,Clive Cox,,2,5.5,,,,,,5.5, , ,10,,,0,-,-,0,,0,2,1,59.55,59.55,99,1,2,84,0,0,1,0,9,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,5.0,Bone Marra,81,2,3,9-9,Jason Watson,Ollie Sangster,,2,5.5,,,,,,5.5, , ,10,,,0,-,-,0,,0,2,1,71.55,71.55,60,4,2,36,0,0,0,0,19,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,3.0,Sprinting Speed,0,2,0,9-2,Sean Levey,Richard Hannon,,4,7.5,,,,,,7.5, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,7,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,2.0,Thanos,0,2,0,9-2,Trevor Whelan,Harry Charlton,,4,7.5,,,,,,7.5, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,7,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,10.0,Marra Donna,0,2,0,9-2,Stevie Donohoe,Ollie Sangster,H,6,21,,,,,,21.0, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,7,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,9.0,Sunday Sinatra,0,2,0,9-2,Sean D Bowen,Ollie Sangster,,7,26,,,,,,26.0, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,7,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,7.0,Arry Up,0,2,0,9-2,George Downing,Rod Millman,,8,34,,,,,,34.0, , ,10,,,0,-,-,0,,0,0,0,0.0,0.0,7,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,14:50:00,4.0,Crown Of Light,0,2,2,9-2,Hector Crouch,William Knight,,8,34,,,,,,34.0, , ,10,,,0,-,-,0,,0,1,0,64.5,64.5,78,2,1,20,0,0,0,0,8,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,6.0,Lope El Fuego,0,2,7,9-9,Edward Greatrex,Warren Greatrex,,1,2.25,,,,,,2.25, , ,8,,,0,-,-,0,,0,2,1,27.05,27.05,111,1,2,20,0,1,1,1,1,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,5.0,Distant Shore,0,2,0,9-2,Aidan Keeley,Roger Varian,H,2,3.75,,,,,,3.75, , ,8,,,0,-,-,0,,0,0,0,0.0,0.0,15,6,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,2.0,Piazza,0,2,1,9-2,Jason Watson,Ollie Sangster,H,3,4.5,,,,,,4.5, , ,8,,,0,-,-,0,,0,2,0,-34.35,-34.35,89,2,2,37,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,1.0,Queen Evie,0,2,3,9-2,Hector Crouch,Clive Cox,,4,9,,,,,,9.0, , ,8,,,0,-,-,0,,0,1,0,-10.2,-10.2,79,3,1,53,0,0,0,0,5,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,8.0,Indy B,0,2,3,9-2,William Cox,Archie Watson,,5,17,,,,,,17.0, , ,8,,,0,-,-,0,,0,1,0,-75.0,-75.0,78,4,1,49,0,0,0,0,8,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,4.0,Miss Colette,0,2,0,9-2,Poppy Scott,Sir Mark Prescott Bt,,6,26,,,,,,26.0, , ,8,,,0,-,-,0,,0,0,0,0.0,0.0,7,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,3.0,Skyolaire,0,2,0,9-2,George Downing,Seamus Mullins,,7,41,,,,,,41.0, , ,8,,,0,-,-,0,,0,0,0,0.0,0.0,7,7,0,0,0,0,0,0,0,NO,NO,,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Novice Stakes,6f,4,15:20:00,7.0,Jenny Jerome,0,2,1,9-2,Trevor Whelan,Simon Hodgson,,8,51,,,,,,51.0, , ,8,,,0,-,-,0,,0,1,0,-23.4,-23.4,76,5,1,14,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,7.0,Jarham,74,3,4,9-9,David Probert,Clive Cox,,1,3.75,,,,,,3.75, , ,7,,,0,-,-,0,,0,6,0,1.84,3.68,105,3,6,23,0,0,0,0,2,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,5.0,Moutai,72,3,6,9-7,Hector Crouch,Ed Walker,,1,3.75,,,,,,3.75, , ,7,,,0,-,-,0,,0,5,0,33.96,33.96,106,2,5,34,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,4.0,Opening Bat,68,3,7,9-3,Trevor Whelan,Harry Charlton,,3,4.5,,,,,,4.5, , ,7,,,0,-,-,0,,0,6,1,10.68,19.37,109,1,6,33,0,1,0,0,3,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,2.0,Kodi Fire,67,3,6,9-2,Jason Watson,Charles Hills,,4,5.5,,,,,,5.5, , ,7,,,0,-,-,0,,0,8,1,-6.1,7.15,93,5,8,22,0,0,0,1,1,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,3.0,Political Power,73,3,5,9-8,Sean Levey,Charlie Clover,,5,8,,,,,,8.0, , ,7,,,0,-,-,0,,0,12,1,13.48,34.09,100,4,12,13,0,1,1,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,1.0,Troy Story,73,3,3,9-8,Rob Hornby,Alan King,,6,13,,,,,,13.0, , ,7,,,0,-,-,0,,0,7,0,35.7,29.7,90,6,7,18,0,0,0,0,7,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m,5,15:50:00,6.0,Mighty Ruler,68,3,3,9-3,Paddy Bradley,Michael Attwater,C,7,26,,,,,,26.0, , ,7,,,0,-,-,0,,0,7,0,18.12,24.4,84,7,7,69,0,0,0,0,7,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,9.0,Moes Legacy,58,4,5,9-12,Jason Watson,Ronald Harris,V,1,3.75,,,,,,3.75, , ,10,,,0,-,-,0,,0,27,1,37.37,13.66,98,1,36,7,1,2,4,1,1,YES,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,5.0,Media Guest,55,7,3,9-9,Thomas Greatrex,Mark Gillard,C,10,34,,,,,,34.0, , ,10,,,0,-,-,0,,0,14,0,-55.08,4.46,78,7,44,265,0,1,1,0,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,10.0,Darkened Edge,55,5,8,9-9,Gina Mangan,Christopher Mason,,2,5.5,,,,,,5.5, , ,10,,,0,-,-,0,,0,13,1,25.94,32.79,92,2,16,12,0,2,2,1,3,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,1.0,Notre Maison,55,6,8,9-9,Rob Hornby,Stuart Kittow,V,2,5.5,,,,,,5.5, , ,10,,,0,-,-,0,,0,11,0,-12.12,29.73,87,3,33,23,0,3,3,2,5,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,4.0,Big Time Rascal,55,4,6,9-9,David Probert,Michael Attwater,H,4,6,,,,,,6.0, , ,10,,,0,-,-,0,,0,12,1,45.3,49.94,81,4,15,28,0,0,1,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,6.0,A Lady Forever,48,6,9,9-2,Finley Marsh,Keiran Burke,,5,8,,,,,,8.0, , ,10,,,0,-,-,0,,0,3,1,20.57,20.57,81,4,7,21,0,0,1,0,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,3.0,Phoenix Moon,55,4,5,9-9,Jack Callan,Denis Coakley,,5,8,,,,,,8.0, , ,10,,,0,-,-,0,,0,12,1,13.2,29.72,77,8,13,29,0,0,2,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,7.0,Barnsnape Boy,46,4,7,9-0,Hector Crouch,Jim Boyle,,7,15,,,,,,15.0, , ,10,,,0,-,-,0,,0,11,0,21.22,21.93,70,10,14,44,0,0,0,0,9,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,8.0,Tilsworth Ony Ta,46,6,6,9-0,Paddy Bradley,J R Jenkins,,8,21,,,,,,21.0, , ,10,,,0,-,-,0,,0,22,0,-55.45,-4.32,79,6,60,39,0,3,5,2,7,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,5f,6,16:20:00,2.0,Nelson Rose,55,4,10,9-9,Aidan Keeley,Charlie Wallis,H,9,26,,,,,,26.0, , ,10,,,0,-,-,0,,0,11,1,48.56,46.95,75,9,19,25,0,0,2,2,6,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Bouboule,63,3,3,8-12,William Buick,Harry Derham,,1,3.5,,,,,,3.5, , ,11,,,0,-,-,0,,0,5,0,-11.18,-11.18,88,5,5,36,0,0,0,0,3,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Leonidass,60,5,3,9-6,Jack Dace,Nick Gifford,T,10,26,,,,,,26.0, , ,11,,,0,-,-,0,,0,6,0,53.5,44.18,76,11,6,37,0,0,0,0,6,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Wilderness,60,10,3,9-6,Ben Ffrench Davis,Seamus Mullins,B,11,34,,,,,,34.0, , ,11,,,0,-,-,0,,0,8,0,9.54,26.34,83,8,57,266,1,1,0,2,6,YES,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Navid,63,3,7,8-12,Trevor Whelan,Harry Charlton,C,2,4.5,,,,,,4.5, , ,11,,,0,-,-,0,,0,8,0,30.64,30.13,96,1,8,21,0,0,0,0,2,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Nelson Gate,60,3,5,8-9,Harry Davies,Gary & Josh Moore,B,3,7,,,,,,7.0, , ,11,,,0,-,-,0,,0,5,0,55.38,55.38,82,10,5,60,0,0,0,0,2,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Grey Fox,70,8,3,10-2,David Probert,Emma Lavelle,T,4,8,,,,,,8.0, , ,11,,,0,-,-,0,,0,12,1,34.32,36.1,89,4,40,60,0,0,6,4,4,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Francesco Baracca,70,4,6,10-2,Rob Hornby,Eve Johnson Houghton,,5,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,16,1,28.78,25.66,96,1,19,11,0,1,1,0,3,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Betelgeuse,63,3,2,8-12,Sean Levey,S Woods,,5,11,,,,,,11.0, , ,11,,,0,-,-,0,,0,5,0,-1.62,-1.62,84,7,5,26,0,0,0,0,3,NO,NO,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Fair Dinkum,60,5,9,9-6,Jason Watson,Jeremy Scott,TC,7,13,,,,,,13.0, , ,11,,,0,-,-,0,,0,10,0,18.0,35.95,88,5,23,38,0,0,0,0,7,NO,NO,YES,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Media Mogul,70,4,3,10-2,George Downing,Ed Walker,C,7,13,,,,,,13.0, , ,11,,,0,-,-,0,,0,9,2,66.92,29.42,94,3,9,40,0,1,2,1,11,NO,YES,NO,, ,0,0,
2025-07-23,GB,SALISBURY,GTF,Other Handicap,1m6f,5,16:53:00,,Autumns Breeze,54,4,4,9-0,Finley Marsh,Gary & Josh Moore,,7,13,,,,,,13.0, , ,11,,,0,-,-,0,,0,7,0,1.9,17.89,83,8,7,28,0,0,0,0,4,NO,NO,NO,, ,0,0,
